gloms,,0,119,16,16,17,19,2,26,68,8,1,10,11,11,128,13,14,19,2,20,21,26,29,30,39,44,64,8,91,1,11,11,116,16,2,34,36,37,41,43,5,59,7,8,9,0,100,106,111,111,112,112,113,122,123,137,139,142,143,148,152,2,24,51,53,73,77,77,80,83,86,100,104,105,106,106,109,110,111,116,127,127,153,155,40,47,51,58,60,61,66,68,72,73,74,76,76,89,90,90,92,103,107,111,13,135,22,25,27,35,4,44,5,50,53,53,57,66,67,74,77,80,89,13,14,146,158,17,19,21,23,24,38,39,4,43,43,45,46,47,54,65,66,75,81,9,116,12,17,18,18,3,33,44,45,8,83,147,29,37,37,69,7,10,117,18,24,6,62,84,87,123,124,29,30,57,58,58,59,60,63,67,68,92,110,21,57,59,61,64,65,93,94,1,114,12,15,15,18,3,30,31,36,38,4,41,46,5,52,65,79,80,0,13,134,20,23,26,31,4,52,0,1,113,12,3,35,39,40,40,6,7,81,9,10,101,102,109,115,120,132,133,145,27,28,41,42,48,49,50,52,56,60,69,70,72,74,75,76,79,82,83,87,89,90,97,99,100,101,104,108,22,27,36,38,48,50,51,54,54,55,55,56,58,67,72,77,80,85,88,9,144,20,23,25,28,34,36,41,43,45,48,49,52,53,55,56,71,94,102,104,116,117,119,121,129,129,138,138,139,140,153,156,160,42,62,62,64,78,82,92,98,104,108,110,110,112,115,118,12,122,124,126,128,161,3,57,69,70,71,75,75,79,81,84,84,87,98,99,99,109,117,118,123,126,15,47,48,65,70,73,76,78,85,95,96
subject,,4,4,2,3,3,2,4,2,3,1,2,4,1,4,3,4,2,3,3,1,1,4,3,3,2,1,3,4,2,1,2,3,2,1,1,2,1,1,2,1,4,4,1,3,4,2,2,2,1,3,1,3,3,4,4,3,3,3,3,4,4,2,4,3,4,4,1,3,1,1,1,3,1,1,1,3,3,2,2,4,3,4,4,3,4,2,1,4,2,2,2,2,2,2,2,1,3,2,2,3,1,1,1,4,1,4,3,3,4,4,2,4,2,4,1,3,3,3,2,1,2,3,4,3,3,3,4,2,4,3,1,3,3,3,1,2,4,1,1,1,3,4,4,2,4,2,1,3,4,2,4,1,1,2,3,2,2,3,4,2,3,3,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,4,3,1,1,2,3,3,1,2,2,2,4,1,2,3,3,3,2,2,1,2,3,3,4,1,1,3,4,3,3,2,4,4,2,1,1,2,4,4,2,3,2,2,2,1,1,3,3,3,3,1,4,3,1,3,2,2,1,1,3,2,4,3,4,3,4,4,4,4,2,1,1,1,1,1,1,2,1,2,3,3,4,1,1,2,1,4,2,3,2,3,4,4,4,4,4,4,1,3,2,2,4,1,4,4,4,3,2,4,3,2,2,4,4,2,1,1,4,3,3,3,3,3,4,3,4,4,4,3,3,4,2,2,4,2,1,1,4,1,3,3,3,4,4,3,4,2,3,4,3,4,4,2,4,4,2,4,1,4,1,1,1,4,3,2,2,3,4,4,1,3,4,3,4,2,2,1,3,2,2,1,4,4
parent_cluster,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
subcluster,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
x,,730.7044444,1218.877778,696.909606,829.1718122,657.314478,716.4628896,762.765625,769.89362,1434.950245,798.7342228,708.441928,705.27875,983.6527871,707.4580952,914.952526,317.94,787.8808237,1006.454764,735.2147143,576.0860286,602.6238086,1051.192222,712.5625681,693.8218015,831.9643523,787.47802,732.787909,837.3088,1103.390359,952.5079436,872.2710801,871.5276976,782.8216396,730.2025259,622.8842772,959.6550973,780.5481462,529.105834,1039.447593,733.8048207,632.9254545,927.4125,934.3334974,896.6706816,788.7945455,1059.183997,762.3827507,792.2008246,656.720739,1233.466613,842.9003842,1425.668509,1301.230265,1580.2848,1562.186667,1619.894486,1589.609285,867.3453308,1239.216282,1208.149375,979.5718182,1115.930648,969.2346667,1302.113217,1555.088462,1194.232258,1596.771834,1061.156224,1017.720181,785.9459216,1386.764779,1598.522948,1351.257178,1279.724886,1587.708441,1434.646414,1331.131232,1171.521416,1266.074686,1218.216296,1653.438694,1455.026667,1322.565,1352.310408,1300.24,1446.708792,1104.422919,1534.206,1361.390523,1226.215309,1553.735723,1532.437969,1365.103737,1475.557141,1316.868255,1535.011297,1371.001162,1300.844953,1307.371965,1465.68771,1251.6565,1078.083944,1421.886581,1261.543333,1026.080766,1437.166667,1165.515392,1087.430341,1278.320909,938.7536,1179.433104,1264.52,1118.649488,1375.507143,843.8189419,1072.43454,1118.139232,1476.804648,1341.012412,1334.017304,1437.027314,1524.13922,996.62,997.7799557,1239.252946,1352.444908,1311.551333,1150.199615,894.6451613,880.8758827,914.9048752,1106.466304,775.1326329,876.5384567,1293.968506,1036.664725,757.98,940.0924992,1038.73392,1017.978602,937.5897964,871.6,1043.5025,1407.909135,1128.134545,1218.203828,1334.30617,994.9241268,817.2758333,964.3666182,827.5453333,947.1274558,758.548141,939.4873406,899.3274371,881.3223446,550.3348571,1419.144864,682.7169697,806.6889874,916.0192263,983.0341917,627.7905523,671.006982,1182.405306,847.5018749,669.3545453,953.2803759,786.67135,892.013964,1359.619917,819.3728031,776.1783527,1039.295913,886.3298028,853.4937307,983.7797414,1460.805435,908.8389272,861.3837901,522.9011219,1076.543244,545.4025197,665.3310396,1130.711105,970.8338194,1285.178521,1516.667742,933.3438333,1074.670951,1250.973069,1196.097708,622.1131983,701.93,860.2183332,728.7536664,655.4534321,807.6616276,903.5346918,797.1483113,721.3672029,708.9851282,732.3910527,962.5350979,738.1461111,537.8903515,1366.232677,737.4750023,1302.619362,683.7907335,931.5755719,676.1182417,916.7306257,857.3534773,936.1766023,1001.280917,838.2095652,956.8581996,991.4074559,879.3432752,896.7663636,722.9311907,844.9833425,791.2281844,199.8655556,712.9207692,951.2426157,824.4164951,555.1841905,740.9172945,632.9254545,934.11,571.0503813,988.2018606,1154.595215,1650.155347,1405.835853,1365.090224,1447.148414,1545.670405,1154.360629,1695.379233,1220.715222,1221.305024,920.4173333,1492.618118,1100.712103,1172.319869,1162.042337,1250.250971,1422.657102,684.5937248,1388.714672,1164.96933,1407.4,1565.682811,1224.5136,1428.064854,1048.32,1199.574545,1305.166897,1076.99,1376.396656,1013.523116,685.9970115,1669.328937,1153.033476,1280.697572,1436.625515,1313.336951,1405.692766,1095.682484,957.2049894,588.7687232,898.39,958.1648516,1492.250268,1420.969587,1108.227388,1414.20381,1028.00343,1109.274777,964.1390979,1416.640659,925.18,151.0176923,556.3321739,939.1573913,1123.741176,839.0317647,1099.769697,1126.664118,963.356058,1099.421365,1307.729677,1052.749795,1465.2664,953.5458824,1288.333333,1063.692148,1398.067046,1384.044615,1450.71995,1456.018074,1282.33644,1098.19875,1540.0105,1322.251768,1449.231665,1374.589784,765.1269231,657.5286535,792.5019049,1361.352747,1248.717826,1250.188455,1145.162927,1394.888087,1343.48,945.7876923,1452.05,1594.45451,747.0008616,1535.526087,911.5672476,1259.082196,1065.24,993.1912636,1182.207222,1309.438648,680.6680952,1146.047168,1072.874662,1163.105646,983.4570486,1099.897391,954.9466667,1000.201543,995.0669565,1080.575281,1052.676091,1352.3912,1459.799079,1380.998261,1428.60875,938.0173648,1002.573333,768.4729032,1015.738308,148.27,1033.235768,960.9,935.5132668,952.5346425,1074.303681,1129.21697,1193.74698,1301.877297,1567.504158,1265.305299,1388.13,988.6822222,1267.938059,1426.497512,1327.754054,548.4081345,590.305,1115.235767,1606.217944,1429.961366,1428.850526,1247.370971,1348.124162,1161.597638,878.18,1168.076
y,,1255.993333,1575.488889,1902.841136,1182.496008,1658.599741,1188.485477,1554.218125,851.4799707,1505.878484,1639.353085,1000.27776,1753.46875,1243.356496,1836.868571,1615.969654,846.2055556,1532.034024,2088.470001,1645.434845,1155.573588,763.9004339,1716.384444,1120.080735,1295.507086,1373.383753,1521.698871,1856.103311,1668.6784,1564.571108,1539.188919,1116.170742,2091.861193,1664.490774,940.7025116,1019.240595,1496.325057,1258.216394,1579.262993,1509.449059,2001.489356,1866.21,1934.673333,1411.372929,1751.799826,1375.06,564.0947411,522.2865032,1961.488668,1796.131356,455.5565211,2011.917638,650.9054941,789.5271065,573.5032,1003.572,1327.320643,1532.303869,2339.567317,1499.218508,1363.339375,1997.724545,1415.092561,657.088,1233.35162,768.5069231,1706.910323,752.9975901,792.206466,505.6235088,298.0659551,510.1637821,771.3153774,1146.95245,1560.162451,1205.695195,1349.613252,1704.735848,1535.630997,1531.680272,1443.192593,1123.502452,533.4075,1585.659167,627.4944052,917.3148148,904.834861,1571.123607,643.693,721.518419,1358.27655,972.2267578,442.0949104,1182.239155,1280.643986,1243.797402,995.700945,1078.456209,989.0518084,1174.742434,828.0333789,1292.668549,1434.242954,1237.37992,652.4741667,978.7842094,1186.17697,2074.470145,1122.724822,646.0472727,1288.6176,513.626959,1056.4,979.3001156,1456.705714,1113.593229,1377.462713,1836.175411,1687.321476,490.1873799,847.6315065,879.5643083,1224.635691,1919.79,1939.346616,1658.912197,1199.367469,1225.631333,1443.715287,1552.507742,2128.780406,488.9542682,1931.625233,1717.75389,1692.494211,1389.263964,1011.288396,1682.48,1021.188792,1312.305932,1170.317591,1223.600663,1089.3,1456.918333,1079.969885,758.89,1212.545041,1055.459924,1714.073719,2008.345833,1577.052273,1481.029333,1813.327459,1357.007769,1369.263607,1807.536044,1440.510249,1287.086136,1455.761118,1331.76303,1685.038054,2052.67813,1457.50914,1344.798947,874.3303755,480.0024425,1910.13221,1013.428395,973.3658434,512.9316859,1251.339249,534.2050291,645.3830774,577.6363975,829.8297264,1018.542723,1188.631801,808.3497809,977.1116751,930.2998261,1296.020189,873.1500197,495.3869186,282.7232281,1310.997341,1334.983046,1112.393942,574.4482364,910.4914685,1132.53164,1104.97032,849.8971442,1123.688536,568.9640173,1439.145882,1903.963786,1056.474111,1516.007114,1837.107364,2089.149426,1772.693819,1678.282514,1331.169665,1055.186411,1782.628153,2144.528333,1007.491877,1246.011888,1429.077484,982.3645719,1825.169663,1861.485928,1275.793654,1620.602934,1571.443952,2255.595006,2138.563785,1899.988696,1900.483529,1917.834854,2014.268113,1990.824091,2054.050629,2303.682892,1809.419358,656.195,2030.384615,1656.844768,1463.488151,1401.77274,1404.381199,1623.476364,1669.75,1574.323952,2025.983789,634.6715682,679.1660168,536.8732763,1434.850539,675.0122982,1419.482605,958.1430353,872.4436524,1067.83825,656.0772566,815.4466667,1142.905715,579.2661022,1410.506482,730.2329983,899.6488029,989.5113278,195.1247226,939.8961934,820.635541,648.0091667,933.8658946,523.4952,1062.960138,885.32,791.3627273,1632.490345,498.2963636,986.4453139,701.5376597,1285.484664,813.0682838,858.0106925,620.8086372,611.5909222,1533.433113,1505.751066,1118.936983,860.9109493,721.547028,1209.217143,552.2636459,1131.154458,640.3281349,992.7042548,1026.364762,704.0463418,1365.689709,557.6232731,1786.11602,529.06,1886.817692,439.3513043,1143.656522,1010.505882,1004.202353,941.2824243,848.0412503,1255.07813,1047.594889,833.4987097,1513.946896,817.828,1466.461176,1525.084,2097.09368,467.9475526,1287.820769,1588.347137,556.5747928,458.0499736,1913.650625,1158.5075,1338.718406,465.9716011,389.5668234,637.3046154,825.1289319,1540.210039,1292.011451,758.0209165,626.9067091,583.1214634,836.8792297,873.1,508.1630769,651.73,560.2968442,1187.51075,881.1921739,536.9835891,1413.652561,754.66,344.5317114,1052.09359,1339.849421,937.0647619,1492.53175,2211.22367,1759.659828,1032.059341,1137.444348,1734.4925,812.37394,1257.805217,724.6860258,640.2630967,510.636,1065.230206,528.6513043,1255.62125,441.7934265,586.9875,1512.17871,426.1936474,1736.087143,1613.334388,482.06,706.1170905,403.1236949,315.5414063,418.1969697,870.0221723,1089.999839,742.2562158,1306.528286,907.41,795.9991111,981.6514967,1168.445531,1134.191351,1301.598433,777.86625,404.5813232,591.2731996,751.1747754,819.5986415,613.3457068,428.1675386,338.9110709,793.2,695.487
odorant,odorant_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,26.720006942749,0.0,-0.0,-0.0,0.0,40.2883834838867,38.0495262145996,0.0,0.0,15.0725040435791,29.8314380645752,13.2506065368652,0.0,22.009786605835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,22.1466674804688,37.805835723877,64.7422180175781,64.2896728515625,17.0037498474121,96.8890533447266,58.7236328125,66.4087524414062,114.615989685059,22.5710983276367,-0.0,0.0,31.9087600708008,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,12.4883375167847,14.8333330154419,0.0,0.0,0.0,25.0133457183838,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.6189441680908,0.0,22.7555465698242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.362268447876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,4,19.850378036499,8.67555332183838,0.0,17.8635311126709,0.0,37.6355590820312,38.398120880127,11.2066783905029,-0.0,32.2179946899414,0.0,0.0,0.0,0.0,12.9657068252563,0.0,0.0,0.0,25.5907688140869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9407997131348,0.0,31.9341678619385,14.7749938964844,37.0714340209961,0.0,0.0,18.739990234375,61.3300018310547,25.9528503417969,0.0,0.0,0.0,0.0,0.0,0.0,38.1309127807617,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,18.9639987945557,0.0,21.8062686920166,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,33.232349395752,0.0,16.2653656005859,20.8316707611084,0.0,38.7371482849121,27.3371315002441,48.1127967834473,34.7866744995117,17.3237533569336,0.0,38.7116661071777,12.494441986084,0.0,19.226676940918,-0.0,35.0926399230957,34.5422286987305,30.4133434295654,48.9347229003906,0.0,0.0,38.1125946044922,0.0,21.8838043212891,26.6957187652588,0.0,34.1606597900391,46.4777755737305,36.340950012207,54.3388824462891,0.0,51.6497611999512,46.5375061035156,55.6109466552734,29.2930450439453,44.1355743408203,44.2909088134766,46.0096130371094,0.0,71.0047988891602,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0
2,0,28.8044414520264,-0.0,0.0,21.3705863952637,0.0,34.1155548095703,69.9046325683594,11.6911211013794,-0.0,24.7199954986572,0.0,0.0,0.0,0.0,42.1219062805176,0.0,0.0,42.2817344665527,52.5169258117676,0.0,0.0,0.0,0.0,0.0,59.5444412231445,0.0,0.0,68.4452362060547,0.0,59.9133338928223,48.4800109863281,43.5742988586426,0.0,22.4938354492188,43.3938446044922,87.1761856079102,56.0571365356445,0.0,0.0,0.0,0.0,32.2158241271973,51.6269912719727,64.9923553466797,52.1718254089355,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,42.9294090270996,0.0,17.4892673492432,0.0,0.0,0.0,0.0,0.0,0.0,12.1250076293945,0.0,0.0,0.0,0.0,18.4074020385742,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9150009155273,0.0,0.0,0.0,0.0,0.0,7.4333291053772,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
