0,46.4777755737305,0,60.1166572570801,36.9888954162598,0,20.6955471038818,0,0,52.6862258911133,15.2911157608032,-0,0,0,36.5594367980957,0,0,0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,-0,0,0,-0,-0,0,-0,-0,-0,0,0,0,0,0,-0,-0,0,-0,-0,0,-0,0,-0,0,0,0
0,36.340950012207,0,34.2247657775879,0,0,9.19810390472412,0,0,42.4089546203613,0,0,0,0,13.3390455245972,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,-0,0,-0,-0,0,0,-0,0,0,-0,-0,-0,0,-0,-0,10.7390460968018,0,-0,0,-0,0,-0,0,0,-0
0,25.5907688140869,52.5169258117676,0,27.7538414001465,0,8.75385475158691,42.5353775024414,0,0,26.809232711792,0,0,35.0861434936523,0,0,0,0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,20.1969127655029,0,0,-0,-0,0,0,-0,-0,-0,0,0,-0,0,-0,-0,0,0,-0,0,0,0,0,0,0,-0
0,27.3371315002441,0,30.1028614044189,0,0,0,0,0,27.3428611755371,0,0,0,0,15.7142944335938,0,0,0,0,0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,-0,0,-0,-0,0,-0,-0,0,0,0,0,-0,0,-0,0,0,-0,0,-0,-0,0,0,-0,0,-0
0,0,0,0,35.0342826843262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,-0,0,0,0,-0,0,-0,0,0,0,-0,0,-0,0,0,0,0,-0
0,19.226676940918,18.4074020385742,46.2128829956055,53.1976280212402,0,0,0,16.469633102417,37.7244529724121,47.4725914001465,0,0,-0,12.5629587173462,8.99258995056152,0,0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,0,-0,0,0,-0,0,-0,0,0,0,-0,0,-0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,0,0,0,0,-0,0,-0,0,0,0,-0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,0,-0,0,0,0,0,-0,0,0,0,-0,0,-0,0,0,0,0,0
0,38.1309127807617,64.9923553466797,30.7478790283203,42.403636932373,0,0,61.2254524230957,7.83514976501465,14.1393966674805,32.9248504638672,0,0,55.1748504638672,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,0,0,0,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0
0,71.0047988891602,0,27.4546604156494,0,0,47.8833427429199,0,0,23.1359977722168,0,0,36.317138671875,0,8.14400196075439,0,0,0,0,33.7600021362305,0,0,10.7813367843628,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,0,-0,0,0,-0,0,-0,0,0,0,-0,5.13200187683105,-0,0,0,5.56133127212524,0,0
0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,-0,-0,0,-0,-0,0,0,0,0,-0,-0,-0,0,0,-0,-0,0,-0,0,-0,0,-0,0
0,37.0714340209961,43.5742988586426,0,31.0257053375244,0,0,33.9657135009766,0,0,20.6200008392334,0,0,25.9228572845459,0,0,0,-0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,14.4257116317749,0,0,-0,-0,0,0,-0,-0,0,0,0,-0,0,-0,0,0,-0,-0,0,-0,0,0,0,0,0
